a_la_carte table_d'hote 
desensitize sensitize 
despair hope 
destabilise stabilise stabilize 
destabilize stabilize 
destalinize stalinize 
desynchronise synchronise 
desynchronize synchronize 
detach attach 
deteriorate recuperate 
dethrone enthrone 
detransitivize transitivize 
deviate conform 
devitalize vitalize 
devoice voice 
die be_born 
differ equal 
differentiate integrate dedifferentiate 
direct alternating indirect inverse retrograde 
dirty clean 
disable enable 
disadvantage advantage 
disagree agree 
disallow allow 
disappear appear 
disapprove approve 
disarm arm 
disarrange arrange 
disassemble assemble 
disavow avow 
disbelieve believe 
discharge charge enlist 
discipline indiscipline 
disclaim claim 
discolor color 
disconnect connect 
discontent content 
discontinue continue 
discourage encourage 
discriminate indiscriminate 
disembark embark 
disenchant enchant 
disenfranchise enfranchise 
disengage engage 
disentangle entangle 
disesteem esteem 
dishearten hearten 
dishonor honor 
disincarnate incarnate 
disinfect infect 
disinherit bequeath 
disintegrate integrate 
disjoin join 
dislike like liking 
dislodge lodge 
disobey obey 
disoblige oblige 
disorder order 
disorganise organise 
disorganize organize 
disorient orient 
disparage flatter 
displease please 
dispose indispose 
disprove prove 
disqualify qualify 
disrespect respect 
dissatisfy satisfy 
dissent assent 
dissimilate assimilate 
dissociate associate 
dissuade persuade 
distrust trust 
disunify unify 
diverge converge 
diversify specialize specialise 
divest invest 
divide unite multiply 
dock undock 
double single 
down up 
downgrade upgrade 
download upload 
dress undress 
dress_down dress_up 
dress_up dress_down 
drop_out enter 
dry sweet phlegmy wet 
dull sharp bright lively sharpen 
e-mail snail_mail 
ease difficulty 
eat_in eat_out 
eat_out eat_in 
ebb tide 
egress ingress 
elate depress 
email snail_mail 
embark disembark 
emigrate immigrate 
emit absorb 
empty full fill 
emulsify demulsify 
enable disable 
enchant disenchant 
encode decode 
encourage discourage 
end beginning middle begin 
energise de-energise 
energize de-energize 
enforce exempt 
enfranchise disenfranchise 
engage disengage 
enjoy suffer 
enlist discharge 
enliven deaden 
enrich impoverish deprive 
entangle disentangle 
enter drop_out exit 
enthrone dethrone 
equal differ unequal 
erase record 
erect unerect 
escalate de-escalate 
establish abolish 
esteem disesteem 
estivate hibernate 
even uneven odd 
exact inexact 
exclude admit include 
excommunicate communicate 
exempt nonexempt enforce 
exhale inhale 
exit enter 
expand contract 
expatriate repatriate 
experience inexperience 
explode implode 
export import 
express local 
extinguish ignite 
fail succeed manage pass 
fair unfair foul 
fall rise 
fall_asleep wake_up 
fall_back gain 
fall_short_of satisfy 
falsify correct 
fancy plain 
fast slow 
fasten unfasten 
fat thin 
father mother 
fear fearlessness 
feed starve 
figure ground 
file_in file_out 
file_out file_in 
fill empty 
find lose 
fine coarse 
finish start 
fire hire 
fit unfit 
flatten sharpen 
flatter disparage 
float sink 
focus blur 
fold unfold 
follow precede 
foot head 
forbid permit 
foreground background 
forfeit claim 
forget remember mind 
forward reverse backward 
foul fair 
found lost 
free unfree obstruct bound confine 
freelance salaried 
freeze unfreeze boil 
frequent infrequent 
front rear back 
full empty thin 
function malfunction 
fuse defuse 
gain loss fall_back reduce 
gather spread 
general specific particular local 
generalize specify 
get_off get_on 
get_on get_off 
get_up go_to_bed 
get_well get_worse 
get_worse get_well 
give take 
gladden sadden 
glycerolize deglycerolize 
go no-go come 
go_off go_on 
go_on go_off 
go_out come_in 
go_to_bed get_up 
green ripe 
gross net 
ground figure 
handwash machine_wash 
harden soften 
harness unharness 
hate love 
have lack 
hawk dove 
head foot rear tail 
hearten dishearten 
heat cool 
hibernate aestivate estivate 
hide show 
hire fire 
hit miss 
hitch unhitch 
hold let_go_of 
hollow solid 
home away 
homogenise curdle 
homogenize curdle 
honor dishonor 
hook unhook 
hop_on hop_out 
hop_out hop_on 
hope despair 
host parasite 
humanize dehumanize 
humble proud 
humidify dehumidify 
husband wife 
hydrate dehydrate 
hydrogenate dehydrogenate 
idle work busy run 
ignite extinguish 
ignore notice know 
immigrate emigrate 
implode explode 
import export 
impoverish enrich 
inactivate activate 
incarnate disincarnate 
include exclude 
inconvenience convenience 
increase decrease 
indicate contraindicate 
indispose dispose 
infect disinfect 
inflate deflate 
inhale exhale 
initiate uninitiate 
inspan outspan 
integrate disintegrate differentiate 
interest bore 
intermediate terminal 
introvert extrovert 
invalid valid 
invalidate validate 
invest divest 
iodinate de-iodinate 
ionate de-ionate 
irritate soothe 
issue recall 
join disjoin 
joint separate 
joy sorrow 
keep break lose 
keep_down vomit 
keep_quiet talk 
keep_track lose_track 
kern kern 
knot unknot 
know ignore 
lash unlash 
last first 
laugh cry 
lead deficit 
lean rich 
leave arrive 
leave_office take_office 
legalise outlaw 
legalize outlaw 
legitimate illegitimate 
lend borrow 
lend_oneself defy 
lengthen shorten 
let prevent 
let_go_of hold 
let_out take_in 
level raise 
lie sit stand 
lie_down arise 
light dark heavy 
lighten darken weigh_down 
like unlike dislike 
linger rush 
literalize spiritualize 
live recorded dead 
live_in live_out 
live_out live_in 
lock unlock 
lodge dislodge 
log_in log_out 
log_out log_in 
long short 
look_down_on admire 
loose compact tight 
loosen stiffen 
lord Lady 
lose profit break_even win find keep 
lose_track keep_track 
louden quieten 
love hate 
low high 
lower raise 
lyric dramatic 
machine_wash handwash 
magnetise demagnetise 
magnetize demagnetize 
major minor 
make break unmake 
make_peace war 
malfunction function 
malign benign 
man woman 
manage fail 
mark_down mark_up 
mark_up mark_down 
mask unmask 
materialise dematerialise 
materialize dematerialize 
mature immature 
maximise minimise 
maximize minimize 
mediate immediate 
merit demerit 
middle beginning late early end 
militarise demilitarise 
militarize demilitarize 
mind forget 
minimise maximise 
minimize maximize 
misbehave behave 
miscarry carry_to_term 
miss attend hit have 
mistrust trust 
mobilise demobilise 
mobilize demobilize 
moderate immoderate 
mother father 
motion motionlessness 
move stay stand_still 
move_in move_out 
move_out move_in 
multiply singly divide 
mushroom toadstool 
muzzle unmuzzle 
mystify demystify 
mythologize demythologize 
narrow widen wide 
nationalise denationalise 
nationalize denationalize 
naturalize denaturalize 
nazify denazify 
near far 
necessitate obviate 
negate affirm 
negative affirmative positive neutral 
neglect attend_to 
net gross 
neuter masculine feminine 
nitrify denitrify 
notice ignore 
numerate innumerate 
obey disobey 
obfuscate clarify 
obligate facultative 
oblige disoblige 
obstruct free 
obviate necessitate 
occidentalise orientalise 
occidentalize orientalize 
odorize deodorize 
odourise deodourise 
off on 
open shut closed close 
open_up close_up 
order disorder 
organise disorganise 
organize disorganize 
orient disorient 
orientalise occidentalise 
orientalize occidentalize 
out safe 
outbid underbid 
outgo income 
outlaw legalize 
outspan inspan 
overact underact 
overbid underbid 
overcast clear_up 
overcharge undercharge 
overdress underdress 
overestimate underestimate 
overexpose underexpose 
overpay underpay 
overshoot undershoot 
overspend underspend 
overstate understate 
overstock understock 
overvalue undervalue 
oxidise deoxidise 
oxidize deoxidize 
pack unpack 
pain pleasure 
parallel oblique perpendicular 
parent child 
pass fail 
patronise boycott 
patronize boycott 
pay_cash charge 
pay_up default 
perfect imperfect 
permit forbid 
personalise depersonalise 
personalize depersonalize 
persuade dissuade 
phase_in phase_out 
phase_out phase_in 
pin unpin 
plain patterned fancy 
play_down play_up 
play_up play_down 
please displease 
plug_in unplug 
pop_in pop_out 
pop_out pop_in 
postdate predate 
power powerlessness 
praise criticize 
precede succeed follow 
predate postdate 
prefix suffix 
present future absent past 
pressurise depressurise 
pressurize depressurize 
prevent let 
pride humility 
profane sacred 
profit lose break_even 
progress regress 
promote demote 
proportion disproportion 
prosecute defend 
prove disprove 
pull push 
pull_in pull_out 
pull_out pull_in 
punch_in punch_out 
punch_out punch_in 
purge rehabilitate 
push pull 
qualify disqualify 
queen king 
question answer 
quiet unquiet noisy active 
quieten louden 
raise level lower 
ravel unravel 
ready unready 
rear front head 
reassure worry 
recall issue 
recede advance 
record erase 
recuperate deteriorate 
reduce blow_up gain 
refrain act 
refresh tire 
refuse accept 
regenerate unregenerate 
regress progress 
regulate deregulate 
rehabilitate purge 
reject accept admit 
rejuvenate age 
relax tense 
remember forget 
repair break 
repatriate expatriate 
repel attract 
reprobate approbate 
repute disrepute 
requisition derequisition 
resist surrender 
respect disrespect 
rest be_active 
restrict derestrict 
retail wholesale 
reticulate nonreticulate 
retreat advance 
retrograde direct anterograde 
reverence irreverence 
reverse forward obverse 
reward penalty 
ride walk 
right center wrongly wrong left 
rise set fall 
roll_up unfurl 
rough smooth 
roughen smooth 
round square 
run idle 
rush linger delay 
sadden gladden 
saddle unsaddle 
salinate desalinate 
satiate insatiate 
satisfy dissatisfy fall_short_of 
say_farewell welcome 
scale_down scale_up 
scale_up scale_down 
scramble unscramble 
screw unscrew 
seal unseal 
second first 
secure insecure 
sedate stimulate 
segregate desegregate 
sell buy 
sensitise desensitise 
sensitize desensitize 
separate joint 
service disservice 
set rise 
shallow deep 
sharpen soften flatten dull 
sheathe unsheathe 
short long tall 
shorten lengthen 
shout whisper 
show hide 
shrink stretch 
shut open 
side bottom top 
silence sound 
simplify complicate 
single double multiple 
sink source float 
sit stand lie 
sit_down arise 
skew align 
sleep wake 
slip_off slip_on 
slip_on slip_off 
slow fast 
smart stupid 
smooth roughen rough 
snarl unsnarl 
sober intoxicated 
soften harden sharpen 
soothe irritate 
sorrow joy 
sound unsound silence 
sour sweeten sweet 
source sink 
specialise diversify 
specialize diversify 
specify generalize 
spell unspell 
spiritualize literalize 
spread gather 
square round 
stabilise destabilise 
stabilize destabilize destabilise 
stable unstable 
stale fresh 
stalinize destalinize 
stand sit yield lie 
stand_still move 
staple unstaple 
starboard larboard 
start stop finish 
starve be_full feed 
stay depart change move 
stay_in_place travel 
steady unsteady 
steep gradual 
stiffen loosen 
stifle stimulate 
still sparkling moving no_longer 
stimulate stifle sedate 
stop start 
straighten bend 
strain unstrain 
strap unstrap 
strengthen weaken 
stretch shrink 
string unstring 
stuff unstuff 
subordinate insubordinate dominant 
subtract add 
succeed fail precede 
succumb survive 
suffer be_well enjoy 
suffix prefix 
summerize winterize 
supply demand 
surface subsurface overhead 
surrender resist 
survive succumb 
sweeten sour 
switch_off switch_on 
switch_on switch_off 
synchronise desynchronise 
synchronize desynchronize 
synthesize analyze 
tail head 
take give 
take_away bring add 
take_in let_out 
take_office leave_office 
talk keep_quiet 
talk_into talk_out_of 
talk_out_of talk_into 
tame wild 
tender tough 
tense lax relax relaxed 
thicken thin 
thin thicken full thick fat 
tide ebb 
tidy untidy 
tie untie 
tire refresh 
top side bottom 
top_out bottom_out 
transitivize detransitivize 
travel stay_in_place 
true false 
trust mistrust distrust 
tune untune 
turn_in turn_out 
turn_out turn_in 
twine untwine 
twist untwist 
type antitype 
uglify beautify 
unbalance balance 
unbar bar 
unbelt belt 
unbend bend 
unbind bind 
unblock block 
unbolt bolt 
unbox box 
unbraid braid 
unbridle bridle 
unbuckle buckle 
unburden burden 
unbutton button 
unchain chain 
unclasp clasp 
unclip clip 
unclog clog 
unclutter clutter 
uncoil coil 
uncork cork 
uncouple couple 
uncover cover 
uncrate crate 
uncross cross 
undeceive deceive 
underact overact 
underbid overbid outbid 
undercharge overcharge 
underdress overdress 
underestimate overestimate 
underexpose overexpose 
underpay overpay 
undershoot overshoot 
underspend overspend 
understate overstate 
understock overstock 
undervalue overvalue 
undock dock 
undress dress 
unfasten fasten 
unfit fit 
unfold fold 
unfreeze freeze 
unfurl roll_up 
unharness harness 
unhitch hitch 
unhook hook 
uniform multiform 
unify disunify 
unite divide 
unknot knot 
unlash lash 
unlock lock 
unmake make 
unmask mask 
unmuzzle muzzle 
unpack pack 
unpin pin 
unplug plug_in 
unravel ravel 
unsaddle saddle 
unscramble scramble 
unscrew screw 
unseal seal 
unsheathe sheathe 
unsnarl snarl 
unspell spell 
unstaple staple 
unstrain strain 
unstrap strap 
unstring string 
unstuff stuff 
untie tie 
untune tune 
untwine twine 
untwist twist 
unveil veil 
unweave weave 
unwind wind 
unwire wire 
unwrap wrap 
unyoke yoke 
unzip zip_up 
up down 
upgrade downgrade 
upload download 
upstage downstage 
validate invalidate 
veer back 
veil unveil 
violate conform_to 
vitalize devitalize 
voice devoice 
volley ground_stroke 
volunteer draftee 
vomit keep_down 
wake sleep 
wake_up fall_asleep 
walk ride 
wane wax 
war make_peace peace 
warm cool 
waste conserve 
wax wane 
weaken strengthen 
weave unweave 
weed cultivated_plant 
weigh_down lighten 
welcome unwelcome say_farewell 
well ill badly 
wet dry 
whisper shout 
white black 
whiten blacken 
wholesale retail 
widen narrow 
win lose 
wind unwind 
winterize summerize 
wire unwire 
wish begrudge 
withdraw deposit 
work idle 
worry reassure 
worsen better 
worst best 
wrap unwrap 
wrong right 
yield stand 
yoke unyoke 
zip_up unzip 
a_la_carte table_d'hote 
a_posteriori a_priori 
a_priori a_posteriori 
abactinal actinal 
abaxial adaxial 
abducent adducent 
abient adient 
able unable 
abnormal normal 
aboral oral 
above below 
abranchiate branchiate 
abridged unabridged 
absent present 
absolute relative 
absorbable adsorbable 
absorbent nonabsorbent 
abstemious gluttonous 
abstract concrete 
abundant scarce 
abused unabused 
acarpelous carpellate 
acatalectic hypercatalectic catalectic 
acaudate caudate 
acaulescent caulescent 
accentual syllabic quantitative 
acceptable unacceptable 
acceptive rejective 
accessible inaccessible 
accommodating unaccommodating 
accompanied unaccompanied 
accordant discordant 
accurate inaccurate 
accusatorial inquisitorial 
accustomed unaccustomed 
achlamydeous chlamydeous 
achondritic chondritic 
achromatic chromatic 
achromatinic chromatinic 
acid-loving alkaline-loving 
acidic amphoteric alkaline 
acknowledged unacknowledged 
acquisitive unacquisitive 
acrocarpous pleurocarpous 
acropetal basipetal 
acroscopic basiscopic 
actable unactable 
actinal abactinal 
actinomorphic zygomorphic 
active stative extinct inactive passive quiet dormant 
actual potential 
acute chronic obtuse 
acyclic cyclic 
adaptable unadaptable 
adaptive maladaptive 
adaxial abaxial 
addicted unaddicted 
addictive nonaddictive 
additive subtractive 
addressed unaddressed 
adducent abducent 
adequate inadequate 
adhesive nonadhesive 
adiabatic diabatic 
adient abient 
adjective substantive 
adjusted unadjusted maladjusted 
admissible inadmissible 
adnate connate 
adoptable unadoptable 
adopted native 
adoptive biological 
adorned unadorned 
adroit maladroit 
adscript superscript subscript 
adsorbable absorbable 
adsorbent nonadsorbent 
adult juvenile 
adulterating purifying 
advance recede retreat back 
advantageous disadvantageous 
adventurous unadventurous 
advisable inadvisable 
aerobic anaerobic 
aesthetic inaesthetic 
afebrile febrile 
affected unaffected 
afferent efferent 
affirmative negative 
affixed unaffixed 
afloat aground 
afraid unafraid 
aft fore 
aged young 
aggressive unaggressive 
agitated unagitated 
agnostic gnostic 
agreeable disagreeable 
aground afloat 
ahead back 
ahistorical historical 
air-to-air surface-to-air air-to-surface 
air-to-surface surface-to-air air-to-air 
airworthy unairworthy 
alarming unalarming 
alcoholic nonalcoholic 
alert unalert 
algorithmic heuristic 
alienable inalienable 
aligned nonaligned 
alike unalike 
aliquot aliquant 
alive dead 
alkaline amphoteric acidic 
alkaline-loving acid-loving 
all no some 
allochthonous autochthonous 
allogeneic xenogeneic 
allopathic homeopathic 
allopatric sympatric 
alphabetic analphabetic 
alterable unalterable 
altered unaltered 
alternate opposite 
alternating direct 
altricial precocial 
altruistic egoistic 
amateur professional 
ambidextrous right-handed left-handed 
ambiguous unambiguous 
ambitious unambitious 
ambiversive introversive extroversive 
amended unamended 
ametabolic metabolic 
ametropic emmetropic 
amicable hostile 
amphibious aquatic terrestrial 
amphitropous anatropous 
amphoteric alkaline acidic 
ample meager 
anabatic katabatic 
anabolic catabolic 
anaclinal cataclinal 
anadromous diadromous catadromous 
anaerobic aerobic 
anal oral 
analogous heterologous homologous 
analogue digital 
analphabetic alphabetic 
analytic synthetic 
analyzed unanalyzed 
anaphrodisiac aphrodisiac 
anastigmatic astigmatic 
anatropous amphitropous 
androgynous female male 
anemophilous entomophilous 
anestrous estrous 
anglican Nonconformist 
angry unangry 
angular rounded 
anhydrous hydrous 
animate inanimate 
animated unanimated 
anionic cationic 
anisotropic isotropic 
annual perennial biennial 
anodic cathodic 
anonymous onymous 
antagonistic synergistic conciliatory 
antecedent subsequent 
antemeridian postmeridian 
antemortem postmortem 
anterior posterior 
anterograde retrograde 
anti pro 
anti-american pro-American 
anticholinergic cholinergic 
anticlimactic climactic 
anticlinal synclinal 
antimagnetic magnetic 
antipyretic pyretic 
antiseptic septic 
antonymous synonymous 
antrorse retrorse 
aperiodic periodic 
apetalous petalous 
aphrodisiac anaphrodisiac 
aplacental placental 
apocarpous syncarpous 
apocrine eccrine 
apologetic unapologetic 
appealable unappealable 
appealing unappealing 
appendaged unappendaged 
appetizing unappetizing 
applied theoretical 
appointive elective 
approachable unapproachable 
appropriate inappropriate 
apropos malapropos 
apteral peripteral 
aquatic terrestrial amphibious 
aqueous igneous 
arbitrable nonarbitrable 
arbitrary nonarbitrary 
arboreal nonarboreal 
arenaceous argillaceous 
argillaceous arenaceous 
argumentative unargumentative 
armed armless unarmed 
armless armed 
armored unarmored 
arranged disarranged 
artesian subartesian 
artful artless 
articulate inarticulate 
articulated unarticulated 
artificial natural 
artless artful 
ascending descending 
asexual sexual 
ashamed unashamed 
asleep awake 
assertive unassertive 
assigned unassigned 
assisted unassisted 
associate dissociate 
associative nonassociative 
astigmatic anastigmatic 
astomatous stomatous 
astringent nonastringent 
asymmetrical symmetrical 
asynchronous synchronous 
asyndetic syndetic 
atomistic holistic 
atonal tonal 
atonic tonic 
atrophied hypertrophied 
attachable detachable 
attached unattached detached 
attentive inattentive 
attractive unattractive repulsive 
attributable unattributable 
attributive predicative 
atypical typical 
audible inaudible 
auspicious inauspicious 
authorized unauthorized 
autochthonous allochthonous 
autoecious heteroecious 
autogamous exogamous endogamous 
autogenous heterogenous 
autologous heterologous homologous 
automatic manual 
autotrophic heterotrophic 
autumnal vernal wintry summery 
available unavailable 
avascular vascular 
avenged unavenged 
avirulent virulent 
awake asleep 
awakened unawakened 
aware unaware 
away home 
awed unawed 
awkward graceful 
awned awnless 
awnless awned 
azonal zonal 
back veer ahead front advance 
backed backless 
backhand forehand 
backless backed 
backward forward 
bad good 
balanced unbalanced 
balconied unbalconied 
banded unbanded 
baptized unbaptized 
bare covered 
barreled unbarreled 
basic incidental 
basipetal acropetal 
basiscopic acroscopic 
beaked beakless 
beakless beaked 
bearing nonbearing 
beautiful ugly 
bedded bedless 
bedless bedded 
beginning middle end ending 
bellied bellyless 
bellyless bellied 
belted unbelted 
beneficed unbeneficed 
beneficent maleficent 
benign malign malignant 
beseeching imperative 
best worst 
better worse worsen 
bettering worsening 
bibbed bibless 
bibless bibbed 
bicameral unicameral 
bidirectional unidirectional 
biennial annual perennial 
big little small 
bimodal unimodal 
binaural monaural 
binucleate trinucleate mononuclear 
biological adoptive 
biped quadruped 
bipedal quadrupedal 
bipolar unipolar 
bisexual homosexual heterosexual 
bivalent multivalent univalent 
bivalve univalve 
black white 
black-and-white color 
blame absolve 
blemished unblemished 
blended unblended 
blessed cursed 
blind sighted 
blond brunet 
bloodless bloody 
bloody bloodless 
blue-collar white-collar 
bodied unbodied 
bold timid 
boneless bony 
bony boneless 
bordered unbordered 
born unborn 
bottle-fed breast-fed 
bottom side top 
bottom-up top-down 
bottomed bottomless 
bottomless bottomed 
bound free unbound 
bowed plucked 
brachycephalic dolichocephalic 
bracteate ebracteate 
brainwashed unbrainwashed 
branchiate abranchiate 
branchless branchy 
branchy branchless 
branded unbranded 
brave cowardly timid 
breakable unbreakable 
breast-fed bottle-fed 
breasted breastless 
breastless breasted 
breathing breathless 
breathless breathing 
bridgeable unbridgeable 
bright dull 
broad-minded narrow-minded 
broken unbroken 
brotherly sisterly 
brunet blond 
burdened unburdened 
buried unburied 
busy idle 
buttoned unbuttoned 
cacophonous euphonious 
caducous persistent 
calced discalced 
calcicolous calcifugous 
calcifugous calcicolous 
calculable incalculable 
calm stormy agitate 
camphorated uncamphorated 
campylotropous orthotropous 
capable incapable 
capitalistic socialistic 
cardinal ordinal 
cared-for uncared-for 
careful careless 
careless careful 
carinate ratite 
carnivorous omnivorous insectivorous herbivorous 
carpellate acarpelous 
carpeted uncarpeted 
carved uncarved 
carvel-built clinker-built 
castrated uncastrated 
catabolic anabolic 
cataclinal anaclinal 
catadromous anadromous diadromous 
catalectic acatalectic hypercatalectic 
catarrhine platyrrhine leptorrhine 
categorematic syncategorematic 
cathodic anodic 
cationic anionic 
caudal cephalic 
caudate acaudate 
caulescent acaulescent 
cauline radical 
caulked uncaulked 
causative noncausative 
cautious incautious 
ceilinged floored 
cellular noncellular 
cenobitic eremitic 
cenogenetic palingenetic 
censored uncensored 
center left right 
central peripheral 
centralized decentralized 
centralizing decentralizing 
centrifugal centripetal 
centripetal centrifugal 
cephalic caudal 
cerebral emotional 
certain uncertain 
certified uncertified 
changeable unchangeable 
changed unchanged 
characteristic uncharacteristic 
charged uncharged 
charitable uncharitable 
chartered unchartered 
chaste unchaste 
cheap expensive 
cheerful depressing 
chlamydeous achlamydeous 
cholinergic anticholinergic 
chondritic achondritic 
christian unchristian 
chromatic diatonic achromatic 
chromatinic achromatinic 
chronic acute 
cismontane tramontane 
civil uncivil sidereal 
civilian serviceman military 
civilized noncivilized 
classical nonclassical 
classified unclassified 
clean dirty unclean 
clear opaque cloudy unclear bounce 
cleared uncleared 
clearheaded confused 
clement inclement 
climactic anticlimactic 
clinker-built carvel-built 
clockwise counterclockwise 
close open distant 
closed open 
closing opening 
clothed unclothed 
cloudy clear 
coarse fine 
coastal inland 
coated uncoated 
coherent incoherent 
coiled uncoiled 
cold hot 
cold-blooded warm-blooded 
coldhearted warmhearted 
collapsible noncollapsible 
collateral lineal 
collected uncollected 
collective distributive 
color colorlessness discolor black-and-white 
colored uncolored 
colorful colorless 
colorless colorful 
colourful colourless 
colourless colourful 
columned noncolumned 
combed uncombed 
combinative noncombinative 
combined uncombined 
combustible noncombustible 
comfortable uncomfortable 
commensurate incommensurate 
commercial noncommercial 
commissioned noncommissioned 
committed uncommitted 
commodious incommodious 
common uncommon individual 
communicative uncommunicative 
commutable incommutable 
compact loose 
comparable incomparable 
compartmented uncompartmented 
compassionate uncompassionate 
compatible incompatible 
competent incompetent 
competitive noncompetitive 
complaining uncomplaining 
complete incomplete 
complex simple 
compliant defiant 
complimentary uncomplimentary 
composed discomposed 
compound simple 
comprehensible incomprehensible 
comprehensive noncomprehensive 
compressible incompressible 
compromising uncompromising 
concave convex 
concealed unconcealed 
concealing revealing 
concentrated distributed 
concentric eccentric 
concerned unconcerned 
conciliatory antagonistic 
concise prolix 
conclusive inconclusive 
concrete abstract 
conditional unconditional 
conditioned unconditioned 
conductive nonconductive 
confident diffident 
confined invasive unconfined 
confirmed unconfirmed 
conformist nonconformist 
confused clearheaded 
congenial uncongenial 
congruent incongruent 
congruous incongruous 
conjunct disjunct 
conjunctive disjunctive 
connate adnate 
connected unconnected 
connotative denotative 
conquerable unconquerable 
conscientious unconscientious 
conscious unconscious 
consecrate desecrate 
consecrated desecrated 
conservative liberal 
considerable inconsiderable 
considerate inconsiderate 
consistent inconsistent 
consolable inconsolable 
consonant vowel 
consonantal vocalic 
conspicuous inconspicuous 
constant inconstant 
constipated unconstipated 
constitutional unconstitutional 
constricted unconstricted 
constructive destructive 
consummated unconsummated 
consumptive generative 
contaminated uncontaminated 
contemptible estimable 
content discontent 
contented discontented 
contestable incontestable 
contested uncontested 
continent incontinent 
continental intercontinental 
continual sporadic 
continued discontinued 
continuous discontinuous 
contracted expanded 
contralateral ipsilateral 
contrasty flat 
controlled uncontrolled 
controversial uncontroversial 
convenient inconvenient 
conventional nuclear unconventional 
convergent divergent 
convertible inconvertible 
convex concave 
convinced unconvinced 
convincing unconvincing 
cooked raw 
cool warm heat 
cooperative uncooperative 
coordinating subordinating 
corporeal incorporeal 
correct falsify incorrect 
corrected uncorrected 
corrigible incorrigible 
corrupt incorrupt 
cosmopolitan provincial endemic 
costive laxative 
counterclockwise clockwise 
counterfeit genuine 
counterrevolutionary revolutionary 
courteous discourteous 
cousinly uncousinly 
covered bare 
covert overt 
cowardly brave 
crannied uncrannied 
creative uncreative 
credible incredible 
credulous incredulous 
crescendo decrescendo 
critical uncritical noncritical 
crooked straight 
cross uncross 
cross-eyed walleyed 
crossbred purebred 
crossed uncrossed 
crosswise lengthwise 
crowded uncrowded 
crowned uncrowned 
crucial noncrucial 
crystalline noncrystalline 
crystallized uncrystallized 
cubic linear planar 
cultivated uncultivated 
curable incurable 
curious incurious 
curly straight 
current noncurrent 
cursed blessed 
cursorial fossorial 
curtained curtainless 
curtainless curtained 
curved straight 
custom-made ready-made 
cut uncut 
cyclic noncyclic acyclic 
damaged undamaged 
dangerous safe 
dark light 
datable undatable 
de-iodinating iodinating 
de_facto de_jure 
de_jure de_facto 
dead alive living live 
deaf hearing 
debilitating invigorating 
decent indecent 
decentralized centralized 
decentralizing centralizing 
deciduous evergreen 
deciphered undeciphered 
decisive indecisive 
declarative interrogative 
declaratory interrogatory 
declared undeclared 
decorous indecorous 
decreased increased 
decreasing increasing 
decrescendo crescendo 
dedicated undedicated 
deductible nondeductible 
deductive inductive 
deep shallow 
defeasible indefeasible 
defeated undefeated 
defensive offensive 
defiant compliant 
defined undefined 
definite indefinite 
deflationary inflationary 
dehiscent indehiscent 
dejected elated 
delicate rugged 
delineated undelineated 
demanding undemanding 
democratic undemocratic 
demonstrative undemonstrative 
deniable undeniable 
denotative connotative 
dependable undependable 
dependent independent 
depressant stimulative 
depressing cheerful 
derivational inflectional 
derived underived 
descendant ancestor 
descending ascending 
descriptive undescriptive prescriptive 
desecrated consecrated 
desensitizing sensitizing 
designed undesigned 
desirable undesirable 
desirous undesirous 
destroyed preserved 
destructible indestructible 
destructive constructive 
detachable attachable 
detached attached 
detected undetected 
determinable indeterminable 
determinate indeterminate 
determined undetermined 
developed undeveloped 
deviate conform 
dextral sinistral 
diabatic adiabatic 
diachronic synchronic 
diadromous anadromous catadromous 
diatonic chromatic 
diclinous monoclinous 
dicotyledonous monocotyledonous 
different same 
differentiated undifferentiated 
difficult easy 
diffident confident 
digestible indigestible 
digital analogue 
digitigrade plantigrade 
dignified undignified 
diligent negligent 
diluted undiluted 
dimmed undimmed 
dioecious monoecious 
diploid polyploid haploid 
diplomatic undiplomatic 
direct alternating indirect inverse retrograde 
directional omnidirectional 
dirty clean 
disabling enabling 
disadvantageous advantageous 
disagreeable agreeable 
disarming arming 
disarranged arranged 
discalced calced 
discernible indiscernible 
discerning undiscerning 
discomposed composed 
discontent content 
discontented contented 
discontinued continued 
discontinuous continuous 
discordant accordant 
discouraging encouraging 
discourteous courteous 
discreet indiscreet 
discriminate indiscriminate 
discriminating undiscriminating 
disenchanted enchanted 
disenfranchised enfranchised 
dishonest honest 
dishonorable honorable 
disinclined inclined 
disingenuous ingenuous 
disintegrative integrative 
disjunct conjunct 
disjunctive conjunctive 
disliked liked 
disloyal loyal 
disobedient obedient 
disordered ordered 
disorderly orderly 
disorganized organized 
disorienting orienting 
dispensable indispensable 
displeased pleased 
displeasing pleasing 
disposable nondisposable 
disproportionate proportionate 
disreputable reputable 
disrespectful respectful 
dissimilar similar 
dissuasive persuasive 
distal mesial proximal 
distant close 
distinct indistinct 
distinguishable indistinguishable 
distributed concentrated 
distributive collective 
distrustful trustful 
diurnal nocturnal 
divergent convergent 
diversified undiversified 
divided united 
divisible indivisible 
docile stubborn 
documented undocumented 
dolichocephalic brachycephalic 
domestic undomestic foreign 
dominant recessive subordinate 
domineering submissive 
dormant active 
dorsal ventral 
double single 
double-barreled single-barreled 
double-breasted single-breasted 
down up 
downmarket upmarket 
downstage upstage 
downstairs upstairs 
downstream upstream 
downtown uptown 
downward upward 
downwind upwind 
drained undrained 
dramatic lyric undramatic 
dress undress 
drinkable undrinkable 
dry sweet phlegmy wet 
due undue 
